type,domain,stage,url,title
careers,arts.unimelb.edu.au,current — faculty,https://arts.unimelb.edu.au/research/digital-studio/archive/projects/graduate-internship-projects/2018-internship-projects/captured-and-captioned,
careers,arts.unimelb.edu.au,current — faculty,https://arts.unimelb.edu.au/research/digital-studio/archive/projects/graduate-internship-projects/2018-internship-projects/visualisation-for-database-on-fatal-shootings-of-drugs-suspects,
careers,arts.unimelb.edu.au,current — faculty,https://arts.unimelb.edu.au/research/digital-studio/archive/projects/graduate-internship-projects/2018-internship-projects/vca-digital-archive,
careers,arts.unimelb.edu.au,current — faculty,https://arts.unimelb.edu.au/research/digital-studio/archive/projects/graduate-internship-projects/2018-internship-projects/upgrade-virtual-museum,
careers,arts.unimelb.edu.au,current — faculty,https://arts.unimelb.edu.au/research/digital-studio/archive/projects/graduate-internship-projects/2018-internship-projects/genealogies-of-warruwi,
careers,arts.unimelb.edu.au,current — faculty,https://arts.unimelb.edu.au/research/digital-studio/archive/projects/graduate-internship-projects/2018-internship-projects/digital-collection-engagement,
careers,arts.unimelb.edu.au,current — faculty,https://arts.unimelb.edu.au/research/digital-studio/archive/projects/graduate-internship-projects/2018-internship-projects/execution-ballads,
careers,arts.unimelb.edu.au,current — faculty,https://arts.unimelb.edu.au/research/digital-studio/archive/projects/graduate-internship-projects/2018-internship-projects/war-words,
careers,arts.unimelb.edu.au,current — faculty,https://arts.unimelb.edu.au/research/digital-studio/archive/projects/graduate-internship-projects/2018-internship-projects/network-analysis-international-students,
careers,arts.unimelb.edu.au,current — faculty,https://arts.unimelb.edu.au/research/digital-studio/archive/projects/graduate-internship-projects/2022-graduate-internship-projects/mapping-russian-and-pro-russian-volunteer-combatants-in-the-donbass-2014-22,
careers,arts.unimelb.edu.au,current — faculty,https://arts.unimelb.edu.au/research/digital-studio/archive/projects/graduate-internship-projects/2022-graduate-internship-projects/victorian-legacies-of-british-slavery,
careers,arts.unimelb.edu.au,current — faculty,https://arts.unimelb.edu.au/research/digital-studio/archive/projects/graduate-internship-projects/2022-graduate-internship-projects/mapping-early-british-maghrebi-relations-through-book-diffusion-1609-1800,
careers,arts.unimelb.edu.au,current — faculty,https://arts.unimelb.edu.au/research/digital-studio/archive/projects/graduate-internship-projects/2022-graduate-internship-projects/costumes-as-data,
careers,arts.unimelb.edu.au,current — faculty,https://arts.unimelb.edu.au/research/digital-studio/archive/projects/graduate-internship-projects/2022-graduate-internship-projects/visualising-family-estrangement,
careers,arts.unimelb.edu.au,current — faculty,https://arts.unimelb.edu.au/research/digital-studio/archive/projects/graduate-internship-projects/2022-graduate-internship-projects/mapping-social-theory-and-sociology,
careers,arts.unimelb.edu.au,current — faculty,https://arts.unimelb.edu.au/research/digital-studio/archive/projects/graduate-internship-projects/2022-graduate-internship-projects/mapping-a-scene-the-spatiotemporal-dynamics-of-post-punk-in-melbourne-1977-1983,
careers,arts.unimelb.edu.au,current — faculty,https://arts.unimelb.edu.au/research/digital-studio/archive/projects/graduate-internship-projects/2023-undergraduate-internship-projects/increasing-views-of-awr-website,
careers,arts.unimelb.edu.au,current — faculty,https://arts.unimelb.edu.au/research/digital-studio/archive/projects/graduate-internship-projects/2023-undergraduate-internship-projects/awrs-businesswomen,
careers,arts.unimelb.edu.au,current — faculty,https://arts.unimelb.edu.au/research/digital-studio/archive/projects/graduate-internship-projects/2023-undergraduate-internship-projects/contemporary-women-writers,
careers,arts.unimelb.edu.au,current — faculty,https://arts.unimelb.edu.au/research/digital-studio/archive/projects/graduate-internship-program/graduate-internship-applications,
careers,arts.unimelb.edu.au,current — faculty,https://arts.unimelb.edu.au/research/digital-studio/archive/projects/graduate-internship-projects/2022-graduate-internship-projects,
careers,arts.unimelb.edu.au,current — faculty,https://arts.unimelb.edu.au/research/digital-studio/archive/projects/graduate-internship-projects/2021-graduate-internship-projects,
careers,arts.unimelb.edu.au,current — faculty,https://arts.unimelb.edu.au/research/digital-studio/archive/projects/graduate-internship-projects/2020-graduate-internship-projects,
careers,arts.unimelb.edu.au,current — faculty,https://arts.unimelb.edu.au/research/digital-studio/archive/projects/graduate-internship-projects/2019-internship-projects,
careers,arts.unimelb.edu.au,current — faculty,https://arts.unimelb.edu.au/research/digital-studio/archive/projects/graduate-internship-projects/2018-internship-projects,
careers,arts.unimelb.edu.au,current — faculty,https://arts.unimelb.edu.au/students/graduate-coursework/resources-and-support/graduate-internship-grants,
careers,arts.unimelb.edu.au,current — faculty,https://arts.unimelb.edu.au/students/experiential-learning/internship-personal-and-career-growth,
careers,arts.unimelb.edu.au,current — faculty,https://arts.unimelb.edu.au/students/experiential-learning/internship-personal-and-career-growth/invitation-to-host-an-intern,
careers,finearts-music.unimelb.edu.au,current — faculty,https://finearts-music.unimelb.edu.au/about-us/news/vale-bernhard-sachs-a-mentor-who-lived-his-belief-in-art-and-artists,
careers,finearts-music.unimelb.edu.au,current — faculty,https://finearts-music.unimelb.edu.au/about-us/news/mimir-chamber-music-festival-returns-with-world-class-mentoring,Mimir Chamber Music Festival returns – with world-class mentoring
careers,finearts-music.unimelb.edu.au,current — faculty,https://finearts-music.unimelb.edu.au/about-us/news/listen-how-to-turn-musical-failure-into-a-rewarding-career,Listen: How to turn musical “failure” into a rewarding career
careers,finearts-music.unimelb.edu.au,current — faculty,https://finearts-music.unimelb.edu.au/about-us/careers-and-development,Careers & Professional Development | FFAM | UniMelb
careers,finearts-music.unimelb.edu.au,current — faculty,https://finearts-music.unimelb.edu.au/current-students/employability-in-fine-arts-and-music,Employability in Fine Arts and Music
careers,finearts-music.unimelb.edu.au,current — faculty,https://finearts-music.unimelb.edu.au/current-students/student-experience/fine-arts-and-music-career-mentoring,Fine Arts and Music Career Mentoring
careers,finearts-music.unimelb.edu.au,current — faculty,https://finearts-music.unimelb.edu.au/about-us/news/me-and-my-mentor-britt-salt-and-hannah-gartside,Me and my mentor: Britt Salt and Hannah Gartside
careers,finearts-music.unimelb.edu.au,current — faculty,https://finearts-music.unimelb.edu.au/about-us/news/me-and-my-mentor-marion-harper-and-vera-moller,Me and my mentor: Marion Harper and Vera Möller
careers,finearts-music.unimelb.edu.au,current — faculty,https://finearts-music.unimelb.edu.au/current-students/opportunities-and-outreach/fine-arts-and-music-career-mentoring,Fine Arts and Music Career Mentoring
careers,students.unimelb.edu.au,current — central hub,https://students.unimelb.edu.au/careers,Careers | Current students | The University of Melbourne
careers,students.unimelb.edu.au,current — central hub,https://students.unimelb.edu.au/careers/employability,Employability at the University of Melbourne
careers,students.unimelb.edu.au,current — central hub,https://students.unimelb.edu.au/careers/find-a-job,Find a job | Current students | The University of Melbourne
careers,students.unimelb.edu.au,current — central hub,https://students.unimelb.edu.au/careers/find-a-job/?external-uuid=9df437b2-7604-451f-8d1c-d2266812e144,Visas for international students | Current students | The University o
careers,students.unimelb.edu.au,current — central hub,https://students.unimelb.edu.au/careers/find-a-job/working-on-campus,Working on campus | Current students | The University of Melbourne
careers,students.unimelb.edu.au,current — central hub,https://students.unimelb.edu.au/careers/find-a-job/working-on-campus/casual-jobs-on-campus,Casual jobs on campus | Current students | The University of Melbourne
careers,students.unimelb.edu.au,current — central hub,https://students.unimelb.edu.au/careers/find-a-job/working-on-campus/casual-jobs-on-campus/student-profiles/grace-chen,Grace Chen | Current students | The University of Melbourne
careers,students.unimelb.edu.au,current — central hub,https://students.unimelb.edu.au/careers/find-a-job/working-on-campus/casual-jobs-on-campus/student-profiles/tom-nguyen,Tom Nguyen | Current students | The University of Melbourne
careers,students.unimelb.edu.au,current — central hub,https://students.unimelb.edu.au/careers/find-a-job/working-on-campus/students@work-internship-program,Students@Work Internship Program | Current students | The University o
careers,students.unimelb.edu.au,current — central hub,https://students.unimelb.edu.au/careers/find-a-job/working-on-campus/students@work-internship-program?in_c=sinfo-S1-26.source~students.medium~news.content~applicationopenow,Students@Work Internship Program | Current students | The University o
careers,students.unimelb.edu.au,current — central hub,https://students.unimelb.edu.au/careers/find-a-job/your-work-rights,Your work rights | Current students | The University of Melbourne
careers,students.unimelb.edu.au,current — central hub,https://students.unimelb.edu.au/careers/get-advice,Get advice | Current students | The University of Melbourne
careers,students.unimelb.edu.au,current — central hub,https://students.unimelb.edu.au/careers/get-advice/about-careers-and-employability,About Careers and Employability | Current students | The University of
careers,students.unimelb.edu.au,current — central hub,https://students.unimelb.edu.au/careers/get-advice/career-mentoring,Career mentoring | Current students | The University of Melbourne
careers,students.unimelb.edu.au,current — central hub,https://students.unimelb.edu.au/careers/get-advice/career-mentoring/ask-alumni,Ask Alumni | Current students | The University of Melbourne
careers,students.unimelb.edu.au,current — central hub,https://students.unimelb.edu.au/careers/get-advice/find-a-mentor,Career mentoring | Current students | The University of Melbourne
careers,students.unimelb.edu.au,current — central hub,https://students.unimelb.edu.au/careers/get-advice/get-career-advice,Get career advice | Current students | The University of Melbourne
careers,students.unimelb.edu.au,current — central hub,https://students.unimelb.edu.au/careers/get-advice/gradwise,GradWISE | Current students | The University of Melbourne
careers,students.unimelb.edu.au,current — central hub,https://students.unimelb.edu.au/careers/get-advice/speak-to-a-careers-adviser,Get career advice | Current students | The University of Melbourne
careers,students.unimelb.edu.au,current — central hub,https://students.unimelb.edu.au/careers/get-career-ready,Get career ready | Current students | The University of Melbourne
careers,students.unimelb.edu.au,current — central hub,https://students.unimelb.edu.au/careers/get-career-ready/cover-letters,Cover letters | Current students | The University of Melbourne
careers,students.unimelb.edu.au,current — central hub,https://students.unimelb.edu.au/careers/get-career-ready/develop-your-skills-and-experience,Develop your skills and experience | Current students | The University
careers,students.unimelb.edu.au,current — central hub,https://students.unimelb.edu.au/careers/get-career-ready/leadership-and-employability-programs,Apply for an Impact Grant and explore Co-curricular opportunities | Cu
careers,students.unimelb.edu.au,current — central hub,https://students.unimelb.edu.au/careers/get-career-ready/leadership-and-employability-programs/fund-your-idea-with-a-student-grant/peter-mcphee-grant,Peter McPhee Community Impact Grants | Current students | The Universi
careers,students.unimelb.edu.au,current — central hub,https://students.unimelb.edu.au/careers/get-career-ready/leadership-and-employability-programs/fund-your-idea-with-a-student-grant/student-services-and-amenities-fee-ssaf-grant-program,Student Services and Amenities Fee (SSAF) Grant Program | Current stud
careers,students.unimelb.edu.au,current — central hub,https://students.unimelb.edu.au/careers/get-career-ready/leadership-and-employability-programs/fund-your-idea-with-a-student-grant/student-theatre-grant,Student Theatre and Performance Grant | Current students | The Univers
careers,students.unimelb.edu.au,current — central hub,https://students.unimelb.edu.au/careers/get-career-ready/leadership-and-employability-programs/fund-your-idea-with-an-impact-grant,Impact Grants - Fund your idea | Current students | The University of 
careers,students.unimelb.edu.au,current — central hub,https://students.unimelb.edu.au/careers/get-career-ready/leadership-and-employability-programs/fund-your-idea-with-an-impact-grant/club-connection-grants,404 : Page not found | Error
careers,students.unimelb.edu.au,current — central hub,https://students.unimelb.edu.au/careers/get-career-ready/leadership-and-employability-programs/fund-your-idea-with-an-impact-grant/peter-mcphee-grant,Peter McPhee Community Impact Grants | Current students | The Universi
careers,students.unimelb.edu.au,current — central hub,https://students.unimelb.edu.au/careers/get-career-ready/leadership-and-employability-programs/fund-your-idea-with-an-impact-grant/student-services-and-amenities-fee-ssaf-grant-program,Student Services and Amenities Fee (SSAF) Grant Program | Current stud
careers,students.unimelb.edu.au,current — central hub,https://students.unimelb.edu.au/careers/get-career-ready/leadership-and-employability-programs/student-peer-leader-network,Student Peer Leader Network | Current students | The University of Mel
careers,students.unimelb.edu.au,current — central hub,https://students.unimelb.edu.au/careers/get-career-ready/leadership-and-employability-programs/student-peer-leader-network/melbourne-talks,Melbourne Talks | Current students | The University of Melbourne
careers,students.unimelb.edu.au,current — central hub,https://students.unimelb.edu.au/careers/get-career-ready/preparing-for-an-interview,Preparing for an interview | Current students | The University of Melb
careers,students.unimelb.edu.au,current — central hub,https://students.unimelb.edu.au/careers/get-career-ready/resumes,Resumes | Current students | The University of Melbourne
careers,students.unimelb.edu.au,current — central hub,https://students.unimelb.edu.au/careers/get-career-ready/selection-criteria,Selection criteria | Current students | The University of Melbourne
careers,students.unimelb.edu.au,current — central hub,https://students.unimelb.edu.au/careers/smart-resume,Smart Resume | Current students | The University of Melbourne
careers,students.unimelb.edu.au,current — central hub,https://students.unimelb.edu.au/student-life/academic-mentoring,Academic Mentoring | Current students | The University of Melbourne
careers,students.unimelb.edu.au,current — central hub,https://students.unimelb.edu.au/student-life/academic-mentoring?in_c=sinfo-Navigation.source~students.medium~sublink_menu.content~student-life,Academic Mentoring | Current students | The University of Melbourne
careers,students.unimelb.edu.au,current — central hub,https://students.unimelb.edu.au/student-life/peer-mentor-program,Melbourne Peer Mentor Program | Current students | The University of M
careers,students.unimelb.edu.au,current — central hub,https://students.unimelb.edu.au/student-life/peer-mentor-program/become-a-mentor,Apply to become a peer mentor | Current students | The University of M
careers,students.unimelb.edu.au,current — central hub,https://students.unimelb.edu.au/student-life/peer-mentor-program?in_c=sinfo-Navigation.source~.medium~.content~new-students,Melbourne Peer Mentor Program | Current students | The University of M
careers,students.unimelb.edu.au,current — central hub,https://students.unimelb.edu.au/student-life/peer-mentor-program?in_c=sinfo-Navigation.source~students.medium~sublink_menu.content~student-life,Melbourne Peer Mentor Program | Current students | The University of M
careers,mdhs.unimelb.edu.au,current — faculty,https://mdhs.unimelb.edu.au/engage/alumni/mentoring,MDHS Career Mentoring
careers,mdhs.unimelb.edu.au,current — faculty,https://mdhs.unimelb.edu.au/engage/alumni/mentoring/FAQs,MDHS Mentoring FAQs - The University of Melbourne
careers,mdhs.unimelb.edu.au,current — faculty,https://mdhs.unimelb.edu.au/engage/alumni/mentoring/testimonials,Testimonials
careers,mdhs.unimelb.edu.au,current — faculty,https://mdhs.unimelb.edu.au/diversity-and-inclusion/initiatives/eca-parental-leave-scheme,Career Continuity Grant
careers,mdhs.unimelb.edu.au,current — faculty,https://mdhs.unimelb.edu.au/diversity-and-inclusion/initiatives/mdhs-diversity-and-inclusion-grants/grants/co-design-for-health-research,Advocating for early to mid career academics in MDHS
careers,mdhs.unimelb.edu.au,current — faculty,https://mdhs.unimelb.edu.au/diversity-and-inclusion/engage/training/crafting-a-career-interruption-statement-or-ROPE-with-impact,Crafting a Career Interruption with Impact
careers,mdhs.unimelb.edu.au,current — faculty,https://mdhs.unimelb.edu.au/research/research-training/supervisors/admissionsscholarships/qs-top-universities,"QS World University Rankings, Events & Careers Advice | TopUniversitie"
careers,mdhs.unimelb.edu.au,current — faculty,https://mdhs.unimelb.edu.au/diversity-and-inclusion/initiatives/crafting-a-career-interruption-statement-or-ROPE-with-impact,
careers,mdhs.unimelb.edu.au,current — faculty,https://mdhs.unimelb.edu.au/study/current-students/employability-in-mdhs,
careers,mdhs.unimelb.edu.au,current — faculty,https://mdhs.unimelb.edu.au/study/current-students/student-enrichment/mentoring-programs,
careers,mdhs.unimelb.edu.au,current — faculty,https://mdhs.unimelb.edu.au/advancing-health-2030/community/mdhs-careers-at-melbourne/recognition-and-reward/academic-recognition-and-reward/honorary-titles,
careers,fbe.unimelb.edu.au,current — faculty,https://fbe.unimelb.edu.au/newsroom/is-my-brilliant-career-in-accounting,Is my brilliant career in accounting?
careers,fbe.unimelb.edu.au,current — faculty,"https://fbe.unimelb.edu.au/wcla/events/home-page/navigating-the-academic-journey-careers,-challenges,-and-growth-for-education-focused-academics","Navigating the Academic Journey: Careers, Challenges, and Growth for E"
careers,fbe.unimelb.edu.au,current — faculty,https://fbe.unimelb.edu.au/newsroom/business-meets-science-mbs-internship-with-the-csiro,Business Meets Science: MBS Internship With The CSIRO
careers,fbe.unimelb.edu.au,current — faculty,https://fbe.unimelb.edu.au/newsroom/an-overseas-internship-experience-with-pwc-china,An Overseas Internship Experience with PwC China
careers,fbe.unimelb.edu.au,current — faculty,https://fbe.unimelb.edu.au/newsroom/the-business-and-economics-internship-experience-at-kpmg,The Business and Economics Internship Experience at KPMG
careers,fbe.unimelb.edu.au,current — faculty,https://fbe.unimelb.edu.au/newsroom/the-benefits-of-an-online-internship,The Benefits of an Online Internship
careers,fbe.unimelb.edu.au,current — faculty,https://fbe.unimelb.edu.au/newsroom/the-business-and-economics-internship-with-sjs-strategy,The Business and Economics Internship with SJS Strategy
careers,fbe.unimelb.edu.au,current — faculty,https://fbe.unimelb.edu.au/newsroom/dr-siqi-pan-awarded-arc-discovery-early-career-researcher-award-decra-fellowship-for-economics,Dr Siqi Pan awarded ARC Discovery Early Career Researcher Award (DECRA
careers,fbe.unimelb.edu.au,current — faculty,https://fbe.unimelb.edu.au/newsroom/interns-to-leaders,Interns to Leaders: Journeys Through Melbourne University's Internship
careers,fbe.unimelb.edu.au,current — faculty,https://fbe.unimelb.edu.au/newsroom/from-discovery-to-dream-job,From Discovery to Dream Job: How the Career Discovery Immersion Opened
careers,fbe.unimelb.edu.au,current — faculty,https://fbe.unimelb.edu.au/newsroom/workhub-to-bmw,WorkHub to BMW: : How Industry Experience Shaped My Career Path
careers,fbe.unimelb.edu.au,current — faculty,https://fbe.unimelb.edu.au/bcom/career/mentoring,Mentoring | Faculty of Business & Economics
careers,fbe.unimelb.edu.au,current — faculty,https://fbe.unimelb.edu.au/bcom/career,BCom Career Launchpad | Faculty of Business & Economics
careers,fbe.unimelb.edu.au,current — faculty,https://fbe.unimelb.edu.au/bcom/career/your-community,Your FBE Community
careers,fbe.unimelb.edu.au,current — faculty,https://fbe.unimelb.edu.au/bcom/career/apply-your-learning/global-management-consulting?utm_source=fbe_newsroom&utm_medium=web&utm_campaign=MGMT30017,Global Management Consulting | Faculty of Business & Economics
careers,fbe.unimelb.edu.au,current — faculty,https://fbe.unimelb.edu.au/engage/partnerships/opportunities/internships,Internships
careers,fbe.unimelb.edu.au,current — faculty,https://fbe.unimelb.edu.au/newsroom/student-stories/australias-number-1-university-opens-doors-to-a-global-career,Australia's number 1 university opens doors to a global career
careers,fbe.unimelb.edu.au,current — faculty,https://fbe.unimelb.edu.au/bcom/career/your-community/linkedin-group,Connect on FBE Socials
careers,fbe.unimelb.edu.au,current — faculty,https://fbe.unimelb.edu.au/bcom/career/expertise/case-competition,BCom Case Competition | Faculty of Business & Economics
careers,fbe.unimelb.edu.au,current — faculty,https://fbe.unimelb.edu.au/bcom/career/apply-your-learning/internship,BCom Internship | Faculty of Business & Economics
careers,fbe.unimelb.edu.au,current — faculty,https://fbe.unimelb.edu.au/bcom/career/apply-your-learning/international-business-experience,International Business Experience
careers,fbe.unimelb.edu.au,current — faculty,https://fbe.unimelb.edu.au/bcom/career/apply-your-learning/management-consulting,BCom Management Consulting | Faculty of Business & Economics
careers,fbe.unimelb.edu.au,current — faculty,https://fbe.unimelb.edu.au/bcom/career/expertise/career-discovery,Career Discovery Immersion
careers,fbe.unimelb.edu.au,current — faculty,https://fbe.unimelb.edu.au/bcom/career/apply-your-learning/internship/workhub,WorkHub
careers,fbe.unimelb.edu.au,current — faculty,https://fbe.unimelb.edu.au/newsroom/investing-in-the-future,Investing in the Future - An Internship with Escala Partners
careers,fbe.unimelb.edu.au,current — faculty,https://fbe.unimelb.edu.au/newsroom/an-exciting-pilot-project-business-and-economics-internship-with-campus-management,An Exciting Pilot Project: Business and Economics Internship with Camp
careers,fbe.unimelb.edu.au,current — faculty,https://fbe.unimelb.edu.au/bcom/career/mentoring/career-mentoring-program,Career Mentoring Program | Faculty of Business & Economics
careers,fbe.unimelb.edu.au,current — faculty,https://fbe.unimelb.edu.au/bcom/career/your-community/your-academic-and-peer-mentor,Your Academic and Peer Mentor
careers,fbe.unimelb.edu.au,current — faculty,https://fbe.unimelb.edu.au/bcom/career/leaders/student-ambassador-program,FBE Student Ambassador Program
careers,fbe.unimelb.edu.au,current — faculty,https://fbe.unimelb.edu.au/bcom/career/employability,Employability
careers,fbe.unimelb.edu.au,current — faculty,https://fbe.unimelb.edu.au/bcom/career/ready,Get career-ready | Faculty of Business & Economics
careers,fbe.unimelb.edu.au,current — faculty,https://fbe.unimelb.edu.au/bcom/career/leaders,Leaders of tomorrow | Faculty of Business & Economics
careers,fbe.unimelb.edu.au,current — faculty,https://fbe.unimelb.edu.au/bcom/career/fbe-student-calendar,FBE Student Calendar
careers,fbe.unimelb.edu.au,current — faculty,https://fbe.unimelb.edu.au/bcom/career/your-community/clubs-and-societies,Clubs & Societies | Faculty of Business & Economics
careers,fbe.unimelb.edu.au,current — faculty,https://fbe.unimelb.edu.au/bcom/career/your-community/student-stories,Student Stories
careers,fbe.unimelb.edu.au,current — faculty,https://fbe.unimelb.edu.au/bcom/career/your-community/fbe-chats-snacks,FBE Chats & Snacks
careers,fbe.unimelb.edu.au,current — faculty,https://fbe.unimelb.edu.au/bcom/career/fbe-student-calendar/aug/semester-2-self-sourced-internship-applications-open,Semester 2 Self-Sourced Internship Applications Open
careers,fbe.unimelb.edu.au,current — faculty,https://fbe.unimelb.edu.au/bcom/career/fbe-student-calendar/july/mbs-case-competition-applications-open,MBS Case Competition Applications Open
careers,fbe.unimelb.edu.au,current — faculty,https://fbe.unimelb.edu.au/bcom/career/fbe-student-calendar/july/semester-2-career-discovery-immersion-applications-open,Semester 2 Career Discovery Immersion Applications Open
careers,fbe.unimelb.edu.au,current — faculty,https://fbe.unimelb.edu.au/bcom/career/fbe-student-calendar/aug/bcom-global-management-consulting-november-applications-open,BCom Global Management Consulting (November) Applications Open
careers,fbe.unimelb.edu.au,current — faculty,https://fbe.unimelb.edu.au/bcom/career/fbe-student-calendar/aug/mbs-global-business-practicum-november-applications-open,MBS Global Business Practicum (November) Applications Open
careers,fbe.unimelb.edu.au,current — faculty,https://fbe.unimelb.edu.au/bcom/career/fbe-student-calendar/july/fbe-student-welcome-hub,FBE Student Welcome Hub
careers,fbe.unimelb.edu.au,current — faculty,https://fbe.unimelb.edu.au/bcom/career/fbe-student-calendar/july/bcom-global-management-consulting-november-london-applications-open,BCom Global Management Consulting (November) Applications Open
careers,fbe.unimelb.edu.au,current — faculty,https://fbe.unimelb.edu.au/bcom/career/fbe-student-calendar/july/mbs-global-business-practicum-november-london-applications-open,MBS Global Business Practicum (November) Applications Open
careers,fbe.unimelb.edu.au,current — faculty,https://fbe.unimelb.edu.au/bcom/career/fbe-student-calendar/july/fbe-employability-drop-in,FBE Employability Drop In
careers,fbe.unimelb.edu.au,current — faculty,https://fbe.unimelb.edu.au/bcom/career/fbe-student-calendar/aug/fbe-employability-drop-in,FBE Employability Drop In
careers,fbe.unimelb.edu.au,current — faculty,https://fbe.unimelb.edu.au/bcom/career/fbe-student-calendar/aug/international-business-experience-november-ho-chi-minh-city-applications-open,BCom International Business Experience November (Vietnam) Applications
careers,fbe.unimelb.edu.au,current — faculty,https://fbe.unimelb.edu.au/bcom/career/fbe-student-calendar/aug/fbe-employability-drop-in2,FBE Employability Drop In
careers,fbe.unimelb.edu.au,current — faculty,https://fbe.unimelb.edu.au/bcom/career/fbe-student-calendar/sep/semester-2-business-innovation-challenge-applications-open,Semester 2 Business Innovation Challenge Applications Open
careers,fbe.unimelb.edu.au,current — faculty,https://fbe.unimelb.edu.au/bcom/career/fbe-student-calendar/aug/fbe-employability-drop-in3,FBE Employability Drop In
careers,fbe.unimelb.edu.au,current — faculty,https://fbe.unimelb.edu.au/bcom/career/fbe-student-calendar/aug/summer-2526-priority-uni-sourced-internship-applications-open,Summer 26/27 Priority Uni-Sourced Internship Applications Open
careers,fbe.unimelb.edu.au,current — faculty,https://fbe.unimelb.edu.au/bcom/career/fbe-student-calendar/aug/fbe-employability-drop-in4,FBE Employability Drop In
careers,fbe.unimelb.edu.au,current — faculty,https://fbe.unimelb.edu.au/bcom/career/fbe-student-calendar/sep/bcom-semester-1-management-consulting-applications-open,BCom Semester 1 Management Consulting Applications Open
careers,fbe.unimelb.edu.au,current — faculty,https://fbe.unimelb.edu.au/bcom/career/fbe-student-calendar/sep/fbe-employability-drop-in3,FBE Employability Drop In
careers,fbe.unimelb.edu.au,current — faculty,https://fbe.unimelb.edu.au/bcom/career/fbe-student-calendar/sep/fbe-employability-drop-in2,FBE Employability Drop In
careers,fbe.unimelb.edu.au,current — faculty,https://fbe.unimelb.edu.au/bcom/career/fbe-student-calendar/oct/mbs-global-business-practicum-january-2027-applications-open,MBS Global Business Practicum (January 2027) Applications Open
careers,fbe.unimelb.edu.au,current — faculty,https://fbe.unimelb.edu.au/bcom/career/fbe-student-calendar/oct/bcom-global-management-consulting-january-2027-applications-open,BCom Global Management Consulting (January 2027) Applications Open
careers,fbe.unimelb.edu.au,current — faculty,https://fbe.unimelb.edu.au/bcom/career/fbe-student-calendar/sep/mbs-global-business-practicum-january-2026-singapore-applications-open,MBS Global Business Practicum (January 2027) Applications Open
careers,fbe.unimelb.edu.au,current — faculty,https://fbe.unimelb.edu.au/bcom/career/fbe-student-calendar/sep/bcom-global-management-consulting-january-2026-singapore-applications-open,BCom Global Management Consulting (January 2027) Applications Open
careers,fbe.unimelb.edu.au,current — faculty,https://fbe.unimelb.edu.au/bcom/career/fbe-student-calendar/sep/summer-2526-uni-sourced-internships-applications-open,Summer 26/27 Uni-Sourced Internships Applications Open
careers,fbe.unimelb.edu.au,current — faculty,https://fbe.unimelb.edu.au/bcom/career/fbe-student-calendar/sep/fbe-employability-drop-in,FBE Employability Drop In
careers,fbe.unimelb.edu.au,current — faculty,https://fbe.unimelb.edu.au/bcom/career/fbe-student-calendar/sep/fbe-employability-drop-in4,FBE Employability Drop In
careers,fbe.unimelb.edu.au,current — faculty,https://fbe.unimelb.edu.au/bcom/career/fbe-student-calendar/oct/mbs-global-business-practicum-january-2027-applications-open2,MBS Business Practicum (Semester 1 2027) Applications Open
careers,fbe.unimelb.edu.au,current — faculty,https://fbe.unimelb.edu.au/bcom/career/fbe-student-calendar/oct/virtual-industry-projects-summer-applications-open,Virtual Industry Projects Summer Applications Open
careers,fbe.unimelb.edu.au,current — faculty,https://fbe.unimelb.edu.au/bcom/career/fbe-student-calendar/oct/fbe-employability-drop-in,FBE Employability Drop In
careers,fbe.unimelb.edu.au,current — faculty,https://fbe.unimelb.edu.au/bcom/career/fbe-student-calendar/oct/fbe-employability-drop-in2,FBE Employability Drop In
careers,fbe.unimelb.edu.au,current — faculty,https://fbe.unimelb.edu.au/bcom/career/fbe-student-calendar/oct/fbe-employability-drop-in3,FBE Employability Drop In
careers,fbe.unimelb.edu.au,current — faculty,https://fbe.unimelb.edu.au/bcom/career/apply-your-learning,Apply your learning | Faculty of Business & Economics
careers,fbe.unimelb.edu.au,current — faculty,https://fbe.unimelb.edu.au/bcom/career/apply-your-learning/global-management-consulting,Global Management Consulting | Faculty of Business & Economics
careers,fbe.unimelb.edu.au,current — faculty,https://fbe.unimelb.edu.au/bcom/career/fbe-student-calendar/may/virtual-industry-projects-winter-applications-open,Virtual Industry Projects Winter Applications Open
careers,fbe.unimelb.edu.au,current — faculty,https://fbe.unimelb.edu.au/bcom/career/your-community/fbe-student-brunch,FBE Chats & Snacks
careers,fbe.unimelb.edu.au,current — faculty,https://fbe.unimelb.edu.au/bcom/career/expertise/international-case-competitions,BCom International Case Competition | Faculty of Business & Economics
careers,fbe.unimelb.edu.au,current — faculty,https://fbe.unimelb.edu.au/newsroom/research-morrison-governments-job-ready-graduate-scheme-had-minimal-impact-on-student-enrolments,Research: Morrison Government’s Job-Ready Graduate Scheme had minimal 
careers,fbe.unimelb.edu.au,current — faculty,https://fbe.unimelb.edu.au/bcom/career/expertise,Stretch your expertise | Faculty of Business & Economics
careers,fbe.unimelb.edu.au,current — faculty,https://fbe.unimelb.edu.au/wcla/programs/peer-mentoring-program,Peer Mentoring Program
careers,fbe.unimelb.edu.au,current — faculty,https://fbe.unimelb.edu.au/bcom/career/apply-your-learning/internship/self-sourced,Self-sourced
careers,fbe.unimelb.edu.au,current — faculty,https://fbe.unimelb.edu.au/bcom/career/apply-your-learning/internship/university-sourced,Uni-sourced
