topic,unit_slug,faculty,url,title,wordCount,classification
graduation,arts,Arts,https://arts.unimelb.edu.au/students/graduate-coursework/enrich-your-program/video-edit-suites,Video edit suites,344,unique
subjects-timetable,arts,Arts,https://arts.unimelb.edu.au/students/graduate-coursework/enrich-your-program/video-edit-suites,Video edit suites,344,unique
IT-systems,arts,Arts,https://arts.unimelb.edu.au/students/graduate-coursework/enrich-your-program/video-edit-suites,Video edit suites,344,unique
subjects-timetable,arts,Arts,https://arts.unimelb.edu.au/students/audiovisual-loan-equipment,Audio/Visual loan equipment,331,unique
course-planning,arts,Arts,https://arts.unimelb.edu.au/students/audiovisual-loan-equipment,Audio/Visual loan equipment,331,unique
contacts-support,arts,Arts,https://arts.unimelb.edu.au/students/audiovisual-loan-equipment,Audio/Visual loan equipment,331,unique
exams-results,arts,Arts,https://arts.unimelb.edu.au/students/audiovisual-loan-equipment,Audio/Visual loan equipment,331,unique
research-candidature,arts,Arts,https://arts.unimelb.edu.au/students/graduate-research/plan-your-program2,Commence your candidature,157,link-farm
orientation,arts,Arts,https://arts.unimelb.edu.au/students/graduate-research/plan-your-program2,Commence your candidature,157,link-farm
contacts-support,arts,Arts,https://arts.unimelb.edu.au/students/graduate-research/plan-your-program2,Commence your candidature,157,link-farm
graduation,arts,Arts,https://arts.unimelb.edu.au/students/graduate-research/plan-your-program2,Commence your candidature,157,link-farm
research-candidature,arts,Arts,https://arts.unimelb.edu.au/students/graduate-research/plan-your-program2/commencement-checklist,Commencement form checklist,320,unique
orientation,arts,Arts,https://arts.unimelb.edu.au/students/graduate-research/plan-your-program2/commencement-checklist,Commencement form checklist,320,unique
forms-admin,arts,Arts,https://arts.unimelb.edu.au/students/graduate-research/plan-your-program2/commencement-checklist,Commencement form checklist,320,unique
contacts-support,arts,Arts,https://arts.unimelb.edu.au/students/graduate-research/plan-your-program2/commencement-checklist,Commencement form checklist,320,unique
research-candidature,arts,Arts,https://arts.unimelb.edu.au/students/graduate-research/plan-your-program2/course-enrolment-information,Course enrolment information,913,mixed
enrolment,arts,Arts,https://arts.unimelb.edu.au/students/graduate-research/plan-your-program2/course-enrolment-information,Course enrolment information,913,mixed
contacts-support,arts,Arts,https://arts.unimelb.edu.au/students/graduate-research/plan-your-program2/course-enrolment-information,Course enrolment information,913,mixed
graduation,arts,Arts,https://arts.unimelb.edu.au/students/graduate-research/plan-your-program2/course-enrolment-information,Course enrolment information,913,mixed
contacts-support,science,Science,https://science.unimelb.edu.au/students,Current Students,760,unique
clubs-events,science,Science,https://science.unimelb.edu.au/students/agriculture-discovery-week,Agriculture Discovery Week,2235,unique
course-planning,science,Science,https://science.unimelb.edu.au/students/course-guide-bachelor-of-agriculture,Course guide: Bachelor of Agriculture,1182,unique
course-planning,science,Science,https://science.unimelb.edu.au/students/course-guide-bachelor-of-agriculture/bag-orientation,Bachelor of Agriculture Orientation,855,unique
orientation,science,Science,https://science.unimelb.edu.au/students/course-guide-bachelor-of-agriculture/bag-orientation,Bachelor of Agriculture Orientation,855,unique
course-planning,science,Science,https://science.unimelb.edu.au/students/course-guide-bachelor-of-agriculture/dookie-semester,Dookie Semester,852,unique
course-planning,science,Science,https://science.unimelb.edu.au/students/course-guide-bachelor-of-science,Course guide: Bachelor of Science,1304,mixed
course-planning,science,Science,https://science.unimelb.edu.au/students/course-guide-bachelor-of-science/bachelor-of-science-majors-series,Bachelor of Science Majors Information Series,439,unique
course-planning,science,Science,https://science.unimelb.edu.au/students/course-guide-bachelor-of-science/bachelor-of-science-majors-series/recorded-events-2025/Maths-and-Stats-Course-planning-talk-information-slides-2025.pdf,Redirecting...,0,redirect
clubs-events,science,Science,https://science.unimelb.edu.au/students/course-guide-bachelor-of-science/bachelor-of-science-majors-series/recorded-events-2025/Maths-and-Stats-Course-planning-talk-information-slides-2025.pdf,Redirecting...,0,redirect
forms-admin,science,Science,https://science.unimelb.edu.au/students/course-guide-bachelor-of-science/bachelor-of-science-majors-series/recorded-events-2025/Maths-and-Stats-Course-planning-talk-information-slides-2025.pdf,Redirecting...,0,redirect
course-planning,science,Science,https://science.unimelb.edu.au/students/course-guide-bachelor-of-science/breadth,Breadth subjects in the Bachelor of Science,841,unique
subjects-timetable,science,Science,https://science.unimelb.edu.au/students/course-guide-bachelor-of-science/breadth,Breadth subjects in the Bachelor of Science,841,unique
course-planning,science,Science,https://science.unimelb.edu.au/students/course-guide-bachelor-of-science/bsc-orientation,Bachelor of Science Orientation,626,unique
orientation,science,Science,https://science.unimelb.edu.au/students/course-guide-bachelor-of-science/bsc-orientation,Bachelor of Science Orientation,626,unique
course-planning,science,Science,https://science.unimelb.edu.au/students/course-guide-bachelor-of-science/first-year-subject-sets,First year subject sets,939,unique
subjects-timetable,science,Science,https://science.unimelb.edu.au/students/course-guide-bachelor-of-science/first-year-subject-sets,First year subject sets,939,unique
course-planning,science,Science,https://science.unimelb.edu.au/students/course-guide-bachelor-of-science/first-year-subject-sets/biological-sciences,Biological sciences: getting started in the Bachelor of Science,949,unique
subjects-timetable,science,Science,https://science.unimelb.edu.au/students/course-guide-bachelor-of-science/first-year-subject-sets/biological-sciences,Biological sciences: getting started in the Bachelor of Science,949,unique
course-planning,science,Science,https://science.unimelb.edu.au/students/course-guide-bachelor-of-science/first-year-subject-sets/chemical-sciences,Chemical Sciences: getting started in the Bachelor of Science,1006,unique
subjects-timetable,science,Science,https://science.unimelb.edu.au/students/course-guide-bachelor-of-science/first-year-subject-sets/chemical-sciences,Chemical Sciences: getting started in the Bachelor of Science,1006,unique
course-planning,science,Science,https://science.unimelb.edu.au/students/course-guide-bachelor-of-science/first-year-subject-sets/earth-sciences,Earth Sciences: getting started in the Bachelor of Science,1034,unique
subjects-timetable,science,Science,https://science.unimelb.edu.au/students/course-guide-bachelor-of-science/first-year-subject-sets/earth-sciences,Earth Sciences: getting started in the Bachelor of Science,1034,unique
course-planning,science,Science,https://science.unimelb.edu.au/students/course-guide-bachelor-of-science/first-year-subject-sets/engineering-systems,Engineering Systems: starting in the Bachelor of Science,974,unique
subjects-timetable,science,Science,https://science.unimelb.edu.au/students/course-guide-bachelor-of-science/first-year-subject-sets/engineering-systems,Engineering Systems: starting in the Bachelor of Science,974,unique
course-planning,science,Science,https://science.unimelb.edu.au/students/course-guide-bachelor-of-science/first-year-subject-sets/geography,Geography: getting started in the Bachelor of Science,1047,unique
subjects-timetable,science,Science,https://science.unimelb.edu.au/students/course-guide-bachelor-of-science/first-year-subject-sets/geography,Geography: getting started in the Bachelor of Science,1047,unique
course-planning,science,Science,https://science.unimelb.edu.au/students/course-guide-bachelor-of-science/first-year-subject-sets/information-technology,Information Technology: starting in the Bachelor of Science,952,unique
subjects-timetable,science,Science,https://science.unimelb.edu.au/students/course-guide-bachelor-of-science/first-year-subject-sets/information-technology,Information Technology: starting in the Bachelor of Science,952,unique
forms-admin,science,Science,https://science.unimelb.edu.au/students/course-guide-bachelor-of-science/first-year-subject-sets/information-technology,Information Technology: starting in the Bachelor of Science,952,unique
course-planning,science,Science,https://science.unimelb.edu.au/students/course-guide-bachelor-of-science/first-year-subject-sets/mathematics-and-statistics,Mathematics and Statistics: starting in the Bachelor of Science,1245,unique
subjects-timetable,science,Science,https://science.unimelb.edu.au/students/course-guide-bachelor-of-science/first-year-subject-sets/mathematics-and-statistics,Mathematics and Statistics: starting in the Bachelor of Science,1245,unique
course-planning,science,Science,https://science.unimelb.edu.au/students/course-guide-bachelor-of-science/first-year-subject-sets/physical-sciences,Physical Sciences: starting in the Bachelor of Science,1224,unique
subjects-timetable,science,Science,https://science.unimelb.edu.au/students/course-guide-bachelor-of-science/first-year-subject-sets/physical-sciences,Physical Sciences: starting in the Bachelor of Science,1224,unique
course-planning,science,Science,https://science.unimelb.edu.au/students/course-guide-bachelor-of-science/first-year-subject-sets/psychological-sciences,Psychological Sciences: starting in the Bachelor of Science,963,unique
subjects-timetable,science,Science,https://science.unimelb.edu.au/students/course-guide-bachelor-of-science/first-year-subject-sets/psychological-sciences,Psychological Sciences: starting in the Bachelor of Science,963,unique
course-planning,science,Science,https://science.unimelb.edu.au/students/course-guide-diploma-in-general-studies,Course guide: Diploma in General Studies,941,unique
course-planning,science,Science,https://science.unimelb.edu.au/students/course-guide-graduate-coursework-degrees,Course guide: Graduate coursework degrees,973,unique
course-planning,science,Science,https://science.unimelb.edu.au/students/course-guide-graduate-coursework-degrees/agriculture-food-science-research-projects,Research Project Subjects | Veterinary & Agricultural Sciences,3185,unique
subjects-timetable,science,Science,https://science.unimelb.edu.au/students/course-guide-graduate-coursework-degrees/agriculture-food-science-research-projects,Research Project Subjects | Veterinary & Agricultural Sciences,3185,unique
research-candidature,science,Science,https://science.unimelb.edu.au/students/course-guide-graduate-coursework-degrees/agriculture-food-science-research-projects,Research Project Subjects | Veterinary & Agricultural Sciences,3185,unique
course-planning,science,Science,https://science.unimelb.edu.au/students/course-guide-graduate-coursework-degrees/agriculture-food-science-research-projects/differences-in-major-and-minor-research-projects,Differences in Major and Minor Research Projects,707,unique
research-candidature,science,Science,https://science.unimelb.edu.au/students/course-guide-graduate-coursework-degrees/agriculture-food-science-research-projects/differences-in-major-and-minor-research-projects,Differences in Major and Minor Research Projects,707,unique
course-planning,science,Science,https://science.unimelb.edu.au/students/course-guide-graduate-coursework-degrees/agriculture-food-science-research-projects/masters-research-project-topic-areas,Masters Research Project Topic Areas,1292,unique
research-candidature,science,Science,https://science.unimelb.edu.au/students/course-guide-graduate-coursework-degrees/agriculture-food-science-research-projects/masters-research-project-topic-areas,Masters Research Project Topic Areas,1292,unique
course-planning,science,Science,https://science.unimelb.edu.au/students/course-guide-graduate-coursework-degrees/graduate-getting-started,Getting started in your graduate science degree,578,unique
orientation,science,Science,https://science.unimelb.edu.au/students/course-guide-graduate-coursework-degrees/graduate-getting-started,Getting started in your graduate science degree,578,unique
course-planning,science,Science,https://science.unimelb.edu.au/students/course-guide-graduate-coursework-degrees/master-of-science-research-projects,Master of Science research projects,2102,unique
research-candidature,science,Science,https://science.unimelb.edu.au/students/course-guide-graduate-coursework-degrees/master-of-science-research-projects,Master of Science research projects,2102,unique
inclusion-equity,science,Science,https://science.unimelb.edu.au/students/current-indigenous-students,Current Indigenous students,1161,unique
careers-employability,science,Science,https://science.unimelb.edu.au/students/employability,Employability in Science,1309,mixed
careers-employability,science,Science,https://science.unimelb.edu.au/students/employability/career-enrichment-program,Career Enrichment Program,537,unique
academic-skills,science,Science,https://science.unimelb.edu.au/students/enrich-your-studies,Enrich your studies,515,unique
academic-skills,science,Science,https://science.unimelb.edu.au/students/enrich-your-studies/academic-skills,Build your academic skills,612,unique
academic-skills,science,Science,https://science.unimelb.edu.au/students/enrich-your-studies/academic-skills/graduate-science-academic-english-tutorial,Science Academic English Tutorials,631,unique
placements-WIL,science,Science,https://science.unimelb.edu.au/students/enrich-your-studies/industry-projects,Industry projects for graduate students,1035,unique
careers-employability,science,Science,https://science.unimelb.edu.au/students/enrich-your-studies/industry-projects,Industry projects for graduate students,1035,unique
subjects-timetable,science,Science,https://science.unimelb.edu.au/students/enrich-your-studies/internship-subjects,Internships in the Faculty of Science,2666,unique
placements-WIL,science,Science,https://science.unimelb.edu.au/students/enrich-your-studies/internship-subjects,Internships in the Faculty of Science,2666,unique
careers-employability,science,Science,https://science.unimelb.edu.au/students/enrich-your-studies/internship-subjects,Internships in the Faculty of Science,2666,unique
research-candidature,science,Science,https://science.unimelb.edu.au/students/graduate-research,Course guide: Graduate research,1144,unique
contacts-support,science,Science,https://science.unimelb.edu.au/students/graduate-research/contact,Important contacts for graduate researchers,647,unique
research-candidature,science,Science,https://science.unimelb.edu.au/students/graduate-research/contact,Important contacts for graduate researchers,647,unique
clubs-events,science,Science,https://science.unimelb.edu.au/students/graduate-research/events,Events for graduate researchers,879,unique
research-candidature,science,Science,https://science.unimelb.edu.au/students/graduate-research/events,Events for graduate researchers,879,unique
research-candidature,science,Science,https://science.unimelb.edu.au/students/graduate-research/faculty-inductions-for-graduate-researchers,Online guides and Faculty inductions,396,unique
scholarships,science,Science,https://science.unimelb.edu.au/students/graduate-research/graduate-research-scholarships,Graduate research scholarships,794,unique
research-candidature,science,Science,https://science.unimelb.edu.au/students/graduate-research/graduate-research-scholarships,Graduate research scholarships,794,unique
wellbeing-health,science,Science,https://science.unimelb.edu.au/students/q-fever-vaccinations,Q fever vaccinations,706,unique
course-planning,science,Science,https://science.unimelb.edu.au/students/quota-subjects,Quota subjects,1774,unique
subjects-timetable,science,Science,https://science.unimelb.edu.au/students/quota-subjects,Quota subjects,1774,unique
subjects-timetable,science,Science,https://science.unimelb.edu.au/students/research-project-subjects,Undergraduate research projects,1271,unique
research-candidature,science,Science,https://science.unimelb.edu.au/students/research-project-subjects,Undergraduate research projects,1271,unique
scholarships,science,Science,https://science.unimelb.edu.au/students/scholarships,"Awards, prizes and scholarships",657,unique
scholarships,science,Science,https://science.unimelb.edu.au/students/scholarships/deans-honours-list,Dean's Honours List,1130,unique
scholarships,science,Science,https://science.unimelb.edu.au/students/scholarships/deans-honours-list/dhl-photos/2024-dhl/2023-medal-winners,2023 Medal Winners,638,unique
scholarships,science,Science,https://science.unimelb.edu.au/students/scholarships/deans-honours-list/dhl-photos/2024-dhl/deans-honours-list-2023,Dean's Honours List 2023,853,unique
scholarships,science,Science,https://science.unimelb.edu.au/students/scholarships/deans-honours-list/dhl-photos/2025-dhl/2024-medal-winners,2024 Medal Winners,602,unique
scholarships,science,Science,https://science.unimelb.edu.au/students/scholarships/dookie-scholarship-applications,Dookie scholarship applications,788,unique
scholarships,science,Science,https://science.unimelb.edu.au/students/scholarships/faq,"Frequently asked questions about scholarships | Faculty of Science, The University of Melbourne",1962,unique
contacts-support,science,Science,https://science.unimelb.edu.au/students/scholarships/faq,"Frequently asked questions about scholarships | Faculty of Science, The University of Melbourne",1962,unique
scholarships,science,Science,https://science.unimelb.edu.au/students/scholarships/prizes,Prizes for top performing students,1128,unique
scholarships,science,Science,https://science.unimelb.edu.au/students/scholarships/scholarship-recipients,"Scholarships, Prizes and Awards Recipients",1604,unique
scholarships,science,Science,https://science.unimelb.edu.au/students/scholarships/scholarships,Scholarships,683,unique
scholarships,science,Science,https://science.unimelb.edu.au/students/scholarships/scholarships/open-scholarships,Open scholarships,1293,unique
scholarships,science,Science,https://science.unimelb.edu.au/students/scholarships/scholarships/other-scholarships/industry-scholarships,"Industry, external and other research scholarships",631,unique
student-life,science,Science,https://science.unimelb.edu.au/students/student-life,Student life in the Faculty of Science,518,unique
student-life,science,Science,https://science.unimelb.edu.au/students/student-life/student-life-and-societies,Student Clubs and Societies,1163,unique
clubs-events,science,Science,https://science.unimelb.edu.au/students/student-life/student-life-and-societies,Student Clubs and Societies,1163,unique
student-life,science,Science,https://science.unimelb.edu.au/students/student-life/student-staff-reference-committee,Student-Staff Reference Committee,960,unique
student-life,science,Science,https://science.unimelb.edu.au/students/student-life/student-staff-reference-committee/committee-members/hannah-ramsey,Hannah Ramsey,368,unique
student-life,science,Science,https://science.unimelb.edu.au/students/student-life/student-staff-reference-committee/committee-members/kylie-wang,Kylie Wang,416,unique
student-life,science,Science,https://science.unimelb.edu.au/students/student-life/student-staff-reference-committee/committee-members/louisa-zhu,Louisa Zhu,379,unique
student-life,science,Science,https://science.unimelb.edu.au/students/student-life/student-staff-reference-committee/committee-members/maxwell-chivers,Maxwell Chivers,391,unique
student-life,science,Science,https://science.unimelb.edu.au/students/student-life/student-staff-reference-committee/committee-members/patsy-quan,Patsy Quan,387,unique
student-life,science,Science,https://science.unimelb.edu.au/students/student-life/student-staff-reference-committee/committee-members/rudra-tiwari,Rudra Tiwari,420,unique
student-life,science,Science,https://science.unimelb.edu.au/students/student-life/student-staff-reference-committee/committee-members/ryder-browne,Ryder Browne,350,unique
student-life,science,Science,https://science.unimelb.edu.au/students/student-life/student-staff-reference-committee/committee-members/shreya-shrivastava,Shreya Shrivastava,434,unique
student-life,science,Science,https://science.unimelb.edu.au/students/student-life/student-staff-reference-committee/committee-members/yu-zhang,Yu Zhang,409,unique
student-life,science,Science,https://science.unimelb.edu.au/students/student-life/student-staff-reference-committee/committee-members/zirui-oscar-xu,Zirui (Oscar) Xu,408,unique
student-life,science,Science,https://science.unimelb.edu.au/students/student-life/student-staff-reference-committee/grad-ssrc-2026-committee-bios/adinda-putri,Adinda Putri,316,unique
student-life,science,Science,https://science.unimelb.edu.au/students/student-life/student-staff-reference-committee/grad-ssrc-2026-committee-bios/arati-chaskar,Arati Chandrakant Chaskar,372,unique
contacts-support,science,Science,https://science.unimelb.edu.au/students/student-life/student-staff-reference-committee/grad-ssrc-2026-committee-bios/arati-chaskar,Arati Chandrakant Chaskar,372,unique
student-life,science,Science,https://science.unimelb.edu.au/students/student-life/student-staff-reference-committee/grad-ssrc-2026-committee-bios/beth-hebdon,Beth Hebdon,320,unique
student-life,science,Science,https://science.unimelb.edu.au/students/student-life/student-staff-reference-committee/grad-ssrc-2026-committee-bios/bothainah-sharrofna,Bothainah Sharrofna,446,unique
student-life,science,Science,https://science.unimelb.edu.au/students/student-life/student-staff-reference-committee/grad-ssrc-2026-committee-bios/georgia-juler,Georgia Juler,374,unique
student-life,science,Science,https://science.unimelb.edu.au/students/student-life/student-staff-reference-committee/grad-ssrc-2026-committee-bios/hafsah-ramjane,Hafsah Ramjane,363,unique
student-life,science,Science,https://science.unimelb.edu.au/students/student-life/student-staff-reference-committee/grad-ssrc-2026-committee-bios/hanshi-tang,Hanshi Tang,407,unique
student-life,science,Science,https://science.unimelb.edu.au/students/student-life/student-staff-reference-committee/grad-ssrc-2026-committee-bios/hongyi-liu,Hongyi Liu,320,unique
student-life,science,Science,https://science.unimelb.edu.au/students/student-life/student-staff-reference-committee/grad-ssrc-2026-committee-bios/john-drugli,John Drugli,406,unique
student-life,science,Science,https://science.unimelb.edu.au/students/student-life/student-staff-reference-committee/grad-ssrc-2026-committee-bios/jordan-russo,Jordan Russo,384,unique
student-life,science,Science,https://science.unimelb.edu.au/students/student-life/student-staff-reference-committee/grad-ssrc-2026-committee-bios/justin-lian,Justin Lian,369,unique
student-life,science,Science,https://science.unimelb.edu.au/students/student-life/student-staff-reference-committee/grad-ssrc-2026-committee-bios/luca-thomas,Luca Thomas,316,unique
student-life,science,Science,https://science.unimelb.edu.au/students/student-life/student-staff-reference-committee/grad-ssrc-2026-committee-bios/min-chien-wu,Min-Chien Wu,447,unique
student-life,science,Science,https://science.unimelb.edu.au/students/student-life/student-staff-reference-committee/grad-ssrc-2026-committee-bios/nabila-afifah,Nabila Afifah,367,unique
student-life,science,Science,https://science.unimelb.edu.au/students/student-life/student-staff-reference-committee/grad-ssrc-2026-committee-bios/ranita-saha,Ranita Saha,379,unique
student-life,science,Science,https://science.unimelb.edu.au/students/student-life/student-staff-reference-committee/grad-ssrc-2026-committee-bios/shreshta-gupta-kukkadapu,Shreshta Gupta Kukkadapu,370,unique
student-life,science,Science,https://science.unimelb.edu.au/students/student-life/student-staff-reference-committee/grad-ssrc-2026-committee-bios/velankanni-jesika-nadar,Velankanni Jesika Nadar,449,unique
student-life,science,Science,https://science.unimelb.edu.au/students/student-life/student-staff-reference-committee/grad-ssrc-2026-committee-bios/viraj-patel,Viraj Patel,425,unique
student-life,science,Science,https://science.unimelb.edu.au/students/student-life/volunteering-and-leadership,Volunteering and leadership,791,unique
student-life,science,Science,https://science.unimelb.edu.au/students/student-life/volunteering-and-leadership/become-a-science-roadshow-presenter,Become a Science Roadshow presenter,493,unique
student-life,science,Science,https://science.unimelb.edu.au/students/student-life/volunteering-and-leadership/biotechnology-peer-to-peer-mentoring,Biotechnology Peer-to-Peer Mentoring,575,unique
student-life,science,Science,https://science.unimelb.edu.au/students/student-life/volunteering-and-leadership/data-science-peer-to-peer-mentoring,Data Science Peer-to-Peer Mentoring,585,unique
student-life,science,Science,https://science.unimelb.edu.au/students/student-life/volunteering-and-leadership/science-ambassadors,Science Student Ambassadors,857,unique
student-life,science,Science,https://science.unimelb.edu.au/students/student-life/wellbeing,Student wellbeing,1087,unique
wellbeing-health,science,Science,https://science.unimelb.edu.au/students/student-life/wellbeing,Student wellbeing,1087,unique
student-life,science,Science,https://science.unimelb.edu.au/students/student-life/wellbeing/wellbeing-events/swot-vac-wellbeing-brunch,SWOT Vac Wellbeing Brunch,379,unique
clubs-events,science,Science,https://science.unimelb.edu.au/students/student-life/wellbeing/wellbeing-events/swot-vac-wellbeing-brunch,SWOT Vac Wellbeing Brunch,379,unique
wellbeing-health,science,Science,https://science.unimelb.edu.au/students/student-life/wellbeing/wellbeing-events/swot-vac-wellbeing-brunch,SWOT Vac Wellbeing Brunch,379,unique
contacts-support,science,Science,https://science.unimelb.edu.au/students/support,Support and contacts for students,1114,unique
course-planning,abp,ABP,https://msd.unimelb.edu.au/current-students,Current Students | Melbourne School of Design,1239,mixed
subjects-timetable,abp,ABP,https://msd.unimelb.edu.au/current-students,Current Students | Melbourne School of Design,1239,mixed
enrolment,abp,ABP,https://msd.unimelb.edu.au/current-students,Current Students | Melbourne School of Design,1239,mixed
special-consideration,abp,ABP,https://msd.unimelb.edu.au/current-students,Current Students | Melbourne School of Design,1239,mixed
course-planning,abp,ABP,https://msd.unimelb.edu.au/current-students/course-planning/sample-course-plans,Sample Course Plans,343,unique
enrolment,abp,ABP,https://msd.unimelb.edu.au/current-students/course-planning/sample-course-plans,Sample Course Plans,343,unique
graduation,abp,ABP,https://msd.unimelb.edu.au/current-students/course-planning/sample-course-plans,Sample Course Plans,343,unique
contacts-support,abp,ABP,https://msd.unimelb.edu.au/current-students/course-planning/sample-course-plans,Sample Course Plans,343,unique
enrolment,abp,ABP,https://msd.unimelb.edu.au/current-students/enrolment/list-of-forms,List of Forms | Current Students | Melbourne School of Design,417,unique
forms-admin,abp,ABP,https://msd.unimelb.edu.au/current-students/enrolment/list-of-forms,List of Forms | Current Students | Melbourne School of Design,417,unique
course-planning,abp,ABP,https://msd.unimelb.edu.au/current-students/enrolment/list-of-forms,List of Forms | Current Students | Melbourne School of Design,417,unique
IT-systems,abp,ABP,https://msd.unimelb.edu.au/current-students/enrolment/list-of-forms,List of Forms | Current Students | Melbourne School of Design,417,unique
subjects-timetable,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios,MSD Studios,373,unique
research-candidature,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios,MSD Studios,373,unique
subjects-timetable,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/quota-subjects,Quota Subjects | Melbourne School of Design,1216,unique
enrolment,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/quota-subjects,Quota Subjects | Melbourne School of Design,1216,unique
contacts-support,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/quota-subjects,Quota Subjects | Melbourne School of Design,1216,unique
international,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/quota-subjects,Quota Subjects | Melbourne School of Design,1216,unique
subjects-timetable,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/travelling-studios,Travelling Studios | Melbourne School of Design,831,unique
international,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/travelling-studios,Travelling Studios | Melbourne School of Design,831,unique
fees-finance,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/travelling-studios,Travelling Studios | Melbourne School of Design,831,unique
placements-WIL,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/internships-vocational-placements,Internships and Vocational Placements,1271,unique
subjects-timetable,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/internships-vocational-placements,Internships and Vocational Placements,1271,unique
careers-employability,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/internships-vocational-placements,Internships and Vocational Placements,1271,unique
subjects-timetable,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/practical-experience,Practical Experience,376,unique
enrolment,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/practical-experience,Practical Experience,376,unique
orientation,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/practical-experience,Practical Experience,376,unique
subjects-timetable,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/subjects-with-a-travel-component,Subjects with a Travel Component,356,unique
international,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/subjects-with-a-travel-component,Subjects with a Travel Component,356,unique
enrolment,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/subjects-with-a-travel-component,Subjects with a Travel Component,356,unique
placements-WIL,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/subjects-with-a-travel-component,Subjects with a Travel Component,356,unique
student-life,abp,ABP,https://msd.unimelb.edu.au/current-students/student-experience/peer-mentoring-program,MSD Peer Mentoring Program,549,unique
careers-employability,abp,ABP,https://msd.unimelb.edu.au/current-students/student-experience/peer-mentoring-program,MSD Peer Mentoring Program,549,unique
graduation,abp,ABP,https://msd.unimelb.edu.au/current-students/student-experience/peer-mentoring-program,MSD Peer Mentoring Program,549,unique
orientation,abp,ABP,https://msd.unimelb.edu.au/current-students/student-experience/peer-mentoring-program,MSD Peer Mentoring Program,549,unique
student-life,abp,ABP,https://msd.unimelb.edu.au/current-students/student-experience/access-and-id-cards,Building Access and ID Cards,602,unique
IT-systems,abp,ABP,https://msd.unimelb.edu.au/current-students/student-experience/it-support,IT Support | Current Students | Melbourne School of Design,3247,unique
student-life,abp,ABP,https://msd.unimelb.edu.au/current-students/student-experience/it-support,IT Support | Current Students | Melbourne School of Design,3247,unique
contacts-support,abp,ABP,https://msd.unimelb.edu.au/current-students/student-experience/it-support,IT Support | Current Students | Melbourne School of Design,3247,unique
student-life,abp,ABP,https://msd.unimelb.edu.au/current-students/student-experience/clubs-and-societies,Clubs and Societies | Melbourne School of Design,545,unique
clubs-events,abp,ABP,https://msd.unimelb.edu.au/current-students/student-experience/clubs-and-societies,Clubs and Societies | Melbourne School of Design,545,unique
careers-employability,abp,ABP,https://msd.unimelb.edu.au/current-students/student-experience/clubs-and-societies,Clubs and Societies | Melbourne School of Design,545,unique
contacts-support,abp,ABP,https://msd.unimelb.edu.au/current-students/student-experience/clubs-and-societies,Clubs and Societies | Melbourne School of Design,545,unique
student-life,abp,ABP,https://msd.unimelb.edu.au/current-students/student-experience/student-newsletters,Student Newsletters,671,unique
contacts-support,abp,ABP,https://msd.unimelb.edu.au/current-students/student-experience/student-newsletters,Student Newsletters,671,unique
student-life,abp,ABP,https://msd.unimelb.edu.au/current-students/student-experience/graduate-ambassador-program,Student Ambassador & Leadership Program,657,unique
careers-employability,abp,ABP,https://msd.unimelb.edu.au/current-students/student-experience/graduate-ambassador-program,Student Ambassador & Leadership Program,657,unique
graduation,abp,ABP,https://msd.unimelb.edu.au/current-students/student-experience/graduate-ambassador-program,Student Ambassador & Leadership Program,657,unique
careers-employability,abp,ABP,https://msd.unimelb.edu.au/current-students/student-experience/abp-industry-mentoring,ABP Industry Mentoring,1858,unique
student-life,abp,ABP,https://msd.unimelb.edu.au/current-students/student-experience/abp-industry-mentoring,ABP Industry Mentoring,1858,unique
graduation,abp,ABP,https://msd.unimelb.edu.au/current-students/student-experience/abp-industry-mentoring,ABP Industry Mentoring,1858,unique
student-life,abp,ABP,https://msd.unimelb.edu.au/current-students/student-experience/student-feedback-and-grievances,"Student Feedback, Complaints and Grievances",612,unique
wellbeing-health,abp,ABP,https://msd.unimelb.edu.au/current-students/student-experience/student-feedback-and-grievances,"Student Feedback, Complaints and Grievances",612,unique
student-life,abp,ABP,https://msd.unimelb.edu.au/current-students/student-experience/student-forum,Student Forum | Current Students | Melbourne School of Design,461,unique
graduation,abp,ABP,https://msd.unimelb.edu.au/current-students/student-experience/student-forum,Student Forum | Current Students | Melbourne School of Design,461,unique
